optimizer	lr	weight_decay	dropout_p	initializer	activation	training_frac	seed
sgd	0.0009441000259487185	1.0339391310275414e-06	0.18911890266716463	orthogonal	tanh	0.5	356660771
sgd	0.006809531330921884	3.251152080983433e-05	0.20532577320240863	he	relu	1.0	613860636
adam	0.001893119443912006	1.4464361189317643e-08	0.4343259886824134	xavier	relu	0.1	736262843
sgd	0.005204905068986644	0.00028215887275203716	0.26624611674190285	orthogonal	tanh	0.25	875941969
adam	0.04775800469965335	2.1478241398991445e-06	0.07538572737636412	xavier	relu	0.5	612770305
sgd	8.991909980876376e-05	3.219910482887039e-08	0.33805115863269575	he	relu	0.5	689874816
adam	0.0002735257369696405	6.182616052196182e-08	0.4574546026020246	he	tanh	0.5	289667886
sgd	0.002930081436563835	5.6211927780658354e-08	0.1319473792598353	xavier	tanh	0.25	535845572
adam	0.0005253921981315192	3.478639232632686e-06	0.1419769296344992	xavier	tanh	1.0	394352531
sgd	0.0069360048430507195	1.3305702556013646e-06	0.2244422697681132	orthogonal	relu	0.5	368791050
adam	0.01596940571281779	0.008502516255946576	0.4045145773455605	he	relu	1.0	40473321
adam	0.0018970167519999181	4.932500558239611e-08	0.023881357836056105	he	relu	0.1	322583550
sgd	0.00409618708825711	4.7061822951868056e-08	0.43179735985057777	he	tanh	0.5	557024641
sgd	0.00021352793756064422	0.0008894847558453721	0.2986994339058158	he	tanh	1.0	485585602
adam	0.006607531990437055	0.00011863101517519225	0.38342340103977596	he	relu	1.0	387813846
adam	0.00010453211048610125	0.00426227335843696	0.3454408793328553	orthogonal	relu	0.5	147008630
sgd	0.0018168557548563957	2.7208702072324934e-07	0.49511343119582496	xavier	tanh	1.0	77582731
sgd	0.0024787775785114425	1.5277374592292548e-06	0.3827218517722162	he	tanh	1.0	346408467
sgd	0.02314272509324012	5.915062095965332e-06	0.4420013197638925	he	tanh	0.5	533215492
sgd	0.0002890655496751424	2.4762922401865752e-06	0.08487212450487014	he	tanh	0.5	408847140
sgd	9.06385946170511e-05	0.0019293408708236637	0.2741540609046842	he	tanh	0.1	684667813
sgd	0.001775030998475315	0.0005025340454266495	0.19073203599291289	he	relu	0.25	102368511
sgd	0.0025383096656947735	2.1184047158162977e-07	0.08531808779571909	orthogonal	relu	0.1	223540957
adam	0.006491809877220999	3.082767297929989e-08	0.2997274883411516	he	relu	0.1	484291464
adam	0.0103256298293567	1.0824866202131963e-06	0.23757356211538583	he	relu	0.5	799407329
sgd	0.003962526793076094	4.4249456132496256e-07	0.49045644034246855	orthogonal	relu	1.0	477033524
sgd	0.00027655487946034264	1.33063354391969e-08	0.05170302364166579	xavier	relu	1.0	190978987
adam	0.0027804270522173067	5.338961427822665e-06	0.34349303731761105	xavier	relu	1.0	942790498
sgd	0.0016050513113401747	0.0027190181194409048	0.30946993686649	xavier	tanh	0.1	852350451
adam	0.0012061222681968467	0.00013811450292004496	0.08596731404482016	orthogonal	relu	1.0	964423161
sgd	0.0001707086738907438	2.5502211587038137e-07	0.39640401436048056	orthogonal	relu	0.1	58436437
adam	0.0006258070238042471	1.3522931450665376e-05	0.3943764404599242	he	relu	0.25	127812971
adam	0.002106828668411593	1.2712821273014758e-06	0.39938265786799326	xavier	relu	1.0	601781527
sgd	0.011012039718184947	8.288717631060061e-05	0.2544893543734092	orthogonal	tanh	0.1	490648144
adam	0.0042110243851284975	0.002416600866360433	0.2666170347603429	xavier	tanh	1.0	508816073
sgd	0.013280595860238328	1.3563835722568623e-06	0.0051656578908519935	xavier	tanh	0.1	282508445
adam	0.0013254258376460563	3.41241388006335e-08	0.06649845943328947	xavier	relu	0.25	620847085
adam	0.0035939363105480533	2.7873905217399054e-08	0.3414479284982178	orthogonal	tanh	0.1	949468886
sgd	0.022247011796011875	0.006922356588903754	0.36360590791888947	he	tanh	0.5	214126719
sgd	0.00047329778245398384	1.0275293843400477e-06	0.30237194908072484	orthogonal	relu	0.25	782144223
adam	0.03234923859090606	1.7990793401712255e-05	0.05411312142861008	he	tanh	0.5	752536272
adam	0.011472459978681415	7.2059292986443965e-06	0.32240495521615986	orthogonal	relu	0.1	96504946
adam	0.0007344504298186965	1.4309354906252964e-05	0.25327867899219386	orthogonal	tanh	1.0	53505232
sgd	7.452039750231956e-05	2.397328899306401e-07	0.4352972754462231	xavier	tanh	0.1	80218637
adam	0.00474841246231479	3.2016678367967166e-06	0.4631207028771097	he	tanh	0.5	178817575
sgd	5.353474089823508e-05	1.632071688963655e-06	0.3704235579813594	xavier	relu	1.0	854036417
adam	0.004896169857968143	0.008289507183399806	0.06948952183552898	orthogonal	tanh	0.25	573284588
adam	0.005416182168805075	2.275533923275375e-08	0.4165493262675145	orthogonal	tanh	0.1	655197464
adam	0.00017569335511802997	2.1248295795550207e-07	0.4216799020145042	orthogonal	tanh	0.5	33877350
sgd	0.0038572025234270137	3.546489960691658e-05	0.38190259360485224	orthogonal	relu	0.1	936402120
sgd	0.01066121363323571	0.0012619291360751609	0.0006779214860263005	orthogonal	tanh	0.25	598529781
sgd	0.0017042692871945388	0.00029993544118376626	0.12959590369783353	orthogonal	tanh	0.25	623002901
adam	0.00029078615019249724	0.0011930370840985732	0.11595271117683215	he	relu	0.1	364772586
sgd	0.021797391454136346	1.3208396085350086e-08	0.11252551717083642	xavier	relu	0.5	737462765
sgd	0.003058280394986626	4.828267808449092e-07	0.16073913419222813	he	relu	0.5	568122009
sgd	0.0007708832721723288	7.696659253087296e-07	0.14692914748947483	he	relu	0.1	110338489
sgd	0.000650453445002462	1.1124249321442152e-08	0.39294641403868846	orthogonal	tanh	0.1	646703132
sgd	0.0013328881870369642	0.00047214069988614314	0.374177548657163	he	tanh	1.0	737356908
sgd	0.0011563264786678042	0.006097421971863962	0.19058544293877988	he	relu	1.0	821291617
adam	0.004120406699099684	1.858589415872505e-08	0.4417737530225226	xavier	relu	1.0	95809238
adam	8.971784396773925e-05	6.265378071995395e-05	0.3194176061759004	he	relu	0.25	786768676
sgd	0.0008167841398769748	2.9174141097263914e-05	0.1528340070469532	orthogonal	tanh	0.1	78987338
sgd	5.3861182344739546e-05	0.008273172656530206	0.13632232239048214	he	relu	0.5	311745349
adam	0.003396726934458681	3.033082052684022e-07	0.3663472648290578	xavier	tanh	0.5	705658001
sgd	0.022413264332813196	0.004286281055400018	0.18690339858405663	he	tanh	0.25	127395967
sgd	8.140503649522648e-05	3.440159535197688e-06	0.029157368710843123	orthogonal	tanh	0.1	505737044
adam	0.00010764260137244653	4.6608392123207865e-07	0.4478097310171571	xavier	relu	1.0	279406633
sgd	0.04610361854876061	7.849921821488555e-08	0.009904252603911645	he	relu	0.25	328635747
sgd	0.0035222475921155745	5.441566325110689e-05	0.22216815135353135	orthogonal	tanh	1.0	103316389
sgd	0.0008382755703039205	0.0003601071163114966	0.40628976136848954	xavier	tanh	0.25	288516129
sgd	0.009791278808563302	1.2163946278279066e-07	0.3241221537181605	he	relu	0.25	232692752
adam	0.00963003940217297	5.2131526678423895e-05	0.07850465953873142	orthogonal	relu	0.1	666785444
sgd	0.0003243882212542285	1.4225921372445015e-06	0.2732620390465966	xavier	relu	0.5	650345624
adam	0.03621206373702062	1.1308645938016541e-05	0.4011091027629311	orthogonal	relu	0.1	342488441
adam	0.0003531099818255186	9.25728068526184e-05	0.09392425560547346	xavier	tanh	0.25	945762891
sgd	0.000520781930057795	0.0053339508782028	0.22661574578921678	he	relu	0.1	886572630
adam	0.0007592434228674147	2.280929750246581e-08	0.2329587910920704	xavier	relu	0.5	457752180
sgd	0.014863578148237	2.611906236972462e-07	0.31244912578217754	orthogonal	relu	0.1	47226729
adam	0.0056830706711800604	2.797672016116597e-05	0.3046252225465094	he	relu	0.25	601375061
sgd	0.0024514171805667478	4.162378610002893e-05	0.22728057405306218	he	tanh	0.5	587919316
sgd	0.0040753327163108415	3.018186039370704e-05	0.2984974865240106	xavier	tanh	0.25	58771482
adam	0.00026248146043643096	0.00010079348325899506	0.35094313661343646	he	tanh	1.0	644325176
sgd	0.00031786326328392324	4.387545553067021e-08	0.20535522330132983	he	tanh	0.25	70860062
sgd	0.011328888673447689	4.7046140790420223e-07	0.4914462408029412	he	relu	0.5	532103813
sgd	0.0189189800415577	3.824286078070589e-06	0.3681586916574833	he	relu	0.5	997225178
adam	0.015920719598738017	1.2200208713770173e-06	0.30955019892188146	orthogonal	relu	0.1	418386087
sgd	0.004706452193316778	0.0002263559903100485	0.2193671618579836	he	relu	0.25	3138145
adam	0.04061646122765985	3.4712363004129644e-06	0.312260926221149	xavier	relu	0.1	431716619
adam	0.0027938976339072063	5.042905076638549e-05	0.3552914937130262	orthogonal	relu	0.1	571651820
sgd	0.024989883545769774	2.5324537404838874e-05	0.03107928646270719	he	tanh	0.25	708827128
adam	0.00039460739640476833	9.043232525824976e-07	0.2553130060013057	orthogonal	relu	0.25	753213894
sgd	0.00373508333745612	1.4826974917961865e-06	0.14482716358719	orthogonal	tanh	0.25	314796937
sgd	0.025883913791167203	2.4636913479569024e-08	0.2853819399335445	orthogonal	tanh	1.0	706143916
sgd	0.0006529505312293385	4.2280098906845375e-07	0.20975520020885957	orthogonal	tanh	0.5	378416528
adam	0.00017680483366577606	1.0618476649755033e-05	0.23697085134823043	orthogonal	tanh	0.1	724863897
adam	0.010719040390434033	2.293822009761628e-06	0.02963251060837674	xavier	relu	0.1	663063508
adam	5.111375513836533e-05	0.00025951727704371925	0.06855363238949791	orthogonal	tanh	0.5	571825627
sgd	0.0004203360054787491	1.2153256112027805e-07	0.35894355393741684	orthogonal	relu	0.1	89813693
adam	0.001360161117748115	9.440487392146774e-07	0.2892277283377317	xavier	tanh	0.25	81250937
adam	0.03994481160843216	5.968516231263732e-06	0.3435696412419443	orthogonal	relu	0.5	738889261
adam	8.91734579940525e-05	8.536943673071163e-06	0.3276013000696856	orthogonal	relu	0.25	201717311
sgd	0.006113750936349711	3.0838757785744966e-08	0.18619564105919073	xavier	tanh	0.5	446124161
adam	0.02806427580969591	2.4354598434323726e-05	0.05270833119827045	orthogonal	tanh	1.0	714181627
sgd	0.0007356751917710273	9.96221364080727e-05	0.4928072936855034	he	tanh	1.0	896046901
sgd	0.0018440615785331187	1.3835480401828175e-05	0.17130541552249823	xavier	relu	1.0	791867072
adam	0.00018897380003074689	0.00014544896297340128	0.3599731731042753	orthogonal	tanh	1.0	355617586
sgd	0.00024757934521277053	1.6806710734415624e-06	0.17694445752636234	orthogonal	relu	0.1	387994292
adam	0.0009039159446743611	0.0007934735132400341	0.494573271579131	xavier	relu	0.5	443034915
sgd	0.00024429365019773086	8.36226167543991e-06	0.4386316784554401	orthogonal	relu	0.1	90133874
sgd	0.019064093824587063	3.8834689250404534e-05	0.007363673215686595	xavier	relu	0.5	293130268
sgd	0.0004175354404228058	3.0100008431825228e-05	0.4249288490268608	he	relu	0.5	598270100
adam	0.01957219761906911	7.312544057501072e-07	0.23061851145380396	he	relu	0.5	374001418
adam	0.014269619847317325	0.0009608458174311081	0.41466436060271444	xavier	relu	0.1	166188327
sgd	0.00017608190916321582	1.2274570293918284e-07	0.24733293172884813	xavier	relu	0.5	803989514
adam	0.035122878611886274	1.5943122835013088e-08	0.1958099826307212	orthogonal	relu	0.1	453860863
sgd	0.0002866049763519041	6.901257821529203e-07	0.14479120076411234	he	tanh	0.25	710875811
adam	0.0018706113658988742	0.0009429560392180281	0.13411794741843824	he	relu	0.5	940794992
adam	0.00896090822885298	0.0011487436991212828	0.04897555102440421	he	tanh	0.25	951476410
sgd	0.01745813362861131	8.946929032155376e-06	0.020119223119505092	orthogonal	relu	0.1	202386214
sgd	0.01651277436817057	5.683865794921675e-08	0.3793339048299144	he	relu	1.0	474184423
adam	9.814952639465065e-05	7.196880862162682e-08	0.3707254494063313	orthogonal	relu	0.25	285205730
adam	0.020099178964543305	0.0001783531008118298	0.3004987533075121	orthogonal	tanh	0.1	856016181
adam	0.013938247435553195	0.0021560815458724686	0.323588112091029	he	tanh	1.0	970879073
adam	0.000558118812676288	1.0403528528270294e-08	0.4295758203414052	he	tanh	0.1	629854262
adam	0.00030947726959803195	4.2076161294696276e-05	0.009362878949955189	orthogonal	tanh	0.1	702962286
sgd	0.0003454428586517148	1.6376893476052565e-08	0.3400917880928612	he	tanh	0.5	876546711
adam	0.0013764544044015407	2.47498770295903e-08	0.30500507207864713	orthogonal	relu	0.5	802427637
adam	0.0023618360743148104	4.613090276350704e-06	0.4752902004108543	xavier	relu	0.5	579826069
adam	0.015063058447321897	8.268466178268293e-08	0.19526388129183853	xavier	tanh	0.25	998889540
sgd	0.007430494623686243	0.006957473453385214	0.05867526004363949	he	relu	1.0	923161888
sgd	0.0009133574297917067	0.00262668681900137	0.07675154172625925	xavier	relu	1.0	85518073
adam	0.0007915125254598254	0.00032426356008394107	0.22006985699249454	xavier	relu	1.0	133930531
adam	0.004466503393281766	0.005091701453632672	0.27271531332380683	xavier	tanh	0.25	171123438
sgd	0.04262433382578607	0.00012232983114098849	0.11669523521434855	he	tanh	0.25	52673683
adam	0.031996023698138434	1.3830001748264813e-07	0.3668877338640581	he	tanh	0.5	695844306
adam	0.0002662965400773183	1.5887791877061803e-08	0.0576521167125017	xavier	relu	0.25	408356578
adam	0.0003221453966901395	0.004046629466093651	0.4091830927225224	xavier	tanh	0.25	393116915
adam	0.001103200412344866	1.9978221170772294e-08	0.21892457382019825	orthogonal	tanh	0.5	220872170
sgd	0.0009076523445145098	1.4593295959913006e-07	0.03612411575188679	he	tanh	1.0	414068560
sgd	0.03854969615949903	0.008981545133629164	0.4534739708740422	xavier	relu	0.25	881483258
adam	0.03822508109150761	0.00012048380899866793	0.20360613773640085	orthogonal	tanh	0.25	415936876
adam	0.01874917106295419	4.18750128436678e-05	0.18128433751322565	orthogonal	tanh	0.25	664311786
adam	0.00012763692388654285	0.00013374057899041177	0.35675289271844685	he	tanh	1.0	361824737
sgd	0.0017048665457493745	2.9714232707429758e-06	0.27221637196159265	he	relu	0.1	529709256
adam	0.0004981851614562404	0.0003986964573798102	0.1956999435933603	he	tanh	0.25	89817241
sgd	0.0003743645480909848	1.2330459982503895e-05	0.38795169180831246	he	tanh	0.1	963091905
adam	0.0022898293559461863	8.231347992726713e-07	0.3342130250853505	he	tanh	1.0	457836020
sgd	0.0037923805820708413	0.007830352914934197	0.1940334434668124	xavier	tanh	0.25	405375048
adam	0.04400855341898393	1.8140489084857555e-07	0.14877200240890298	he	tanh	0.5	322714312
adam	0.00040388954546834247	0.0011706715698707134	0.06635748191576829	orthogonal	tanh	0.1	436111655
adam	0.003983173464364338	1.378672330675067e-08	0.17588943140806496	xavier	relu	0.25	980063248
sgd	0.004004333927337447	0.0005937808778527752	0.27569330345921367	he	relu	1.0	699192960
adam	0.047602130626234446	1.8637196007590294e-05	0.4590670315726319	he	tanh	1.0	880148540
adam	0.0007861273901207769	2.3299655721537962e-05	0.025126499376765754	xavier	tanh	1.0	809182122
sgd	0.009400381436509656	0.0011487489799144833	0.10785601810782636	orthogonal	tanh	0.5	422135399
adam	0.00919310388902038	3.628177635368512e-08	0.39928554889801887	orthogonal	tanh	0.25	793827369
sgd	0.00018771487553047227	0.002789786997278467	0.27071224223435725	xavier	relu	0.1	900575256
sgd	0.04943937102177064	8.741032787918121e-07	0.2961087978407782	he	tanh	0.5	326131490
sgd	0.009028772151060635	0.0009634558060765103	0.381258354819282	orthogonal	tanh	1.0	296792194
sgd	0.0006500071108072287	2.1685913389698525e-05	0.25107248816352673	orthogonal	relu	0.5	333999601
sgd	0.00046923390588580186	3.059665438972339e-05	0.36678422816318185	orthogonal	tanh	1.0	212239588
sgd	0.00021756469044111677	2.0669999448997367e-06	0.154170974516039	orthogonal	relu	0.5	10047595
adam	0.0011693982279745835	1.9513614112735484e-06	0.038143043204270144	orthogonal	relu	0.1	836214955
adam	0.03893272071824252	5.7802676100335094e-05	0.4878983439293462	orthogonal	tanh	0.25	935011762
sgd	0.0001771232544422252	7.80655499169694e-06	0.1604821319293363	xavier	relu	0.1	95112669
adam	0.0004162214908213822	3.096478319336725e-08	0.2596829990428788	orthogonal	relu	0.5	22564965
adam	0.0031408640267278198	4.454431319392642e-05	0.0399884153143768	he	tanh	1.0	387537761
sgd	0.00029689838920170323	0.0003228722191865113	0.2491426914846282	xavier	relu	0.5	442784267
adam	0.03810557028024829	0.004758483908684776	0.375970178462704	he	tanh	1.0	476629266
sgd	0.00022591903445174714	2.649186681050037e-08	0.42912823393356364	he	relu	0.5	277440100
sgd	0.00044187107259531803	0.0013464837627096696	0.31218841235565964	he	tanh	0.25	393341995
sgd	0.003244251395073618	1.3923827275046934e-05	0.35419425374262903	orthogonal	tanh	0.1	246661050
adam	0.04155747341991328	5.791471443720629e-08	0.39638476947967943	he	tanh	0.1	718606330
adam	0.014318426486437238	1.6672665038852166e-07	0.13171145062548978	xavier	tanh	0.5	910957360
sgd	0.0002023206355103334	1.966602823974498e-05	0.025552528175836253	orthogonal	relu	0.25	587631548
adam	0.011510114106967858	4.7362649470949235e-06	0.12913967203481486	he	relu	0.5	171856912
sgd	0.01717566080695459	0.0060759490296220684	0.42172182397227514	xavier	tanh	0.5	860012873
sgd	0.00016159907000092464	1.0245104173900494e-06	0.05212693570591759	he	relu	1.0	818449976
adam	0.00044611723469723127	1.9331625207974479e-07	0.04375676906325787	orthogonal	tanh	0.5	841838390
adam	0.0002173634825841007	1.2392057731828376e-08	0.16916867761469273	he	tanh	1.0	91485680
adam	0.0033975281960050164	8.55138119482439e-08	0.07569008448126208	he	relu	0.25	795139886
sgd	9.32316781671245e-05	7.409257384829256e-06	0.05980572699201708	he	relu	0.5	372396043
sgd	0.00073058419388599	3.6560874170373406e-06	0.021584863038907	orthogonal	relu	0.5	179963197
sgd	0.00011419762281483252	1.500970092602947e-07	0.34593135440691103	xavier	relu	0.25	894086735
adam	0.0026183239633153672	3.8833260801658236e-05	0.40868928220546646	he	tanh	1.0	528048343
adam	0.019580051629127605	0.0008296004113350878	0.2012777657318478	he	relu	0.1	36045138
sgd	0.0025432175058665934	0.0016759408309862762	0.39091085275466253	he	tanh	0.25	997398279
adam	0.00344680815023156	0.0004915955049035488	0.2634362189253275	he	tanh	1.0	596783070
sgd	0.003544976929164833	1.9368849698461034e-06	0.11879456958989731	xavier	tanh	0.25	242928276
sgd	0.00012875283052992052	1.6735247484119313e-07	0.31772470976714956	orthogonal	tanh	0.25	38808656
adam	0.016970520094408942	3.2451848558212697e-06	0.10000898393266294	he	relu	0.5	681969366
sgd	0.0007005073322595133	1.4912027058096297e-05	0.03417858920168759	xavier	relu	0.25	962516452
sgd	0.0014482214896244863	0.0031821837282318593	0.17633676233930679	xavier	tanh	0.25	825821557
adam	0.0005135387276409103	2.0704661799084794e-06	0.27283368696743376	he	relu	0.5	589405135
sgd	0.00341779664847174	0.0003984720418560941	0.3268709586216282	orthogonal	relu	0.1	426042053
sgd	0.001019290431508354	0.00014340904163248755	0.27713452646852843	orthogonal	tanh	1.0	990319815
adam	0.0015055964988441668	2.3723536891890048e-06	0.4859042679352831	he	tanh	1.0	658692561
adam	0.04223984539156211	0.00827636350789056	0.11616847445640299	xavier	relu	1.0	629921035
sgd	0.0012399520603382397	0.0016088196076227928	0.49091286498385145	he	relu	0.25	950087310
adam	0.02430983047667421	1.3668688461646423e-06	0.2891600853488796	orthogonal	tanh	0.5	829681210
sgd	0.0005666959439568785	4.2174894299137356e-07	0.3132666413111205	orthogonal	relu	0.5	221602280
adam	0.03356411535929753	7.311310527158298e-06	0.3741619069977668	orthogonal	tanh	0.5	833478508
adam	0.0017358133753091092	4.361129525524656e-07	0.31804945288944436	xavier	relu	0.5	729789977
adam	0.015681374397370988	3.540305514853676e-05	0.19228279993591185	orthogonal	tanh	0.5	169336878
adam	0.015148656941834975	0.005739135419373983	0.34726236909570307	xavier	relu	0.1	189689119
sgd	0.04799504113884777	0.0001988562235551914	0.31559541631811067	xavier	tanh	0.5	882938633
sgd	0.00039178370285340095	2.518524378928932e-07	0.2842158895961101	orthogonal	relu	1.0	379089935
adam	0.00027360931257550147	0.0008204489043399524	0.45213639621276436	orthogonal	relu	0.1	752685766
sgd	0.00019481461481858146	5.1263990657382155e-06	0.23060204995973488	xavier	tanh	0.25	775565206
sgd	6.518946756325542e-05	0.002615609637065241	0.3301165451413627	xavier	relu	0.25	239687449
adam	0.003038791808319185	1.0801731231249832e-05	0.47353677242373043	xavier	tanh	1.0	291822548
sgd	0.008422095287498037	7.736334883843559e-05	0.020298454690648837	xavier	relu	0.1	958680149
adam	0.00036811221842515267	1.814640230058118e-07	0.15576717648164506	xavier	relu	0.25	710766841
adam	7.62781067563338e-05	0.0022973364870055813	0.368249359470558	he	relu	1.0	269959558
adam	0.023711058698255485	1.5799377944594351e-06	0.27195618959204154	orthogonal	tanh	1.0	145796877
sgd	0.0006048048111771089	2.3524544854310257e-07	0.15258348630474527	he	tanh	0.1	517640526
sgd	0.0001652868519035258	0.00024818604372547226	0.009998615261572696	xavier	tanh	0.5	847913588
sgd	8.399846340722273e-05	5.694445944091279e-07	0.02280150919957946	orthogonal	tanh	0.1	992239110
adam	0.0019059049300169143	0.0009450771513564108	0.20319557864629617	xavier	relu	0.25	203362440
sgd	7.202349847508598e-05	0.0020429721900088347	0.19816813404237837	orthogonal	relu	0.1	827206514
adam	0.001981006295172403	4.250334559315374e-07	0.03633065914047745	xavier	relu	1.0	749025967
sgd	0.038178330613887916	8.037110861005406e-08	0.44866723886188126	he	tanh	0.1	495132487
adam	0.010936905881964021	0.0008164482863014138	0.03217173425964187	xavier	tanh	0.1	949437937
adam	9.855645112434125e-05	4.793142311720719e-05	0.47450626473891305	orthogonal	tanh	0.1	737715002
adam	0.0010846864429027649	2.190112627671922e-08	0.01592620825325064	orthogonal	relu	0.1	834368214
sgd	0.00010004803086686893	7.103686577587989e-05	0.4728075541783416	xavier	relu	0.5	194741724
adam	0.004127131961199458	6.323477747004215e-05	0.3929734360380823	orthogonal	relu	0.1	962992721
adam	0.021566827937146402	1.4407620205551387e-05	0.47300532623833524	he	relu	0.1	481219549
sgd	0.00014350535389348105	0.007526067921240986	0.20337397689472347	orthogonal	tanh	1.0	235719027
sgd	0.0017470508052132626	6.4951657731782305e-06	0.25493271143760105	orthogonal	tanh	0.5	406086566
adam	0.0003520135280564953	2.9080360979363414e-08	0.31264007342192573	he	tanh	0.5	881085410
adam	0.00019506839709146166	4.085442951898073e-05	0.41112164633223514	he	relu	0.5	296784273
sgd	0.0007073172575336353	5.868511275553964e-05	0.3680277644973652	he	relu	1.0	96355770
adam	5.465621793352238e-05	0.0011257947075350868	0.38367261250015283	xavier	relu	0.5	338939369
adam	0.00014416585596628182	8.814790046457737e-08	0.15470532851982405	xavier	tanh	0.25	620823142
sgd	0.041523914959195315	0.002885139435855733	0.0927723610971502	he	relu	0.1	158946576
adam	0.012347302790882924	1.647391753545207e-08	0.24188377506003017	orthogonal	tanh	1.0	644963853
adam	0.0005134150443887324	3.61279628283792e-07	0.27983723575154257	orthogonal	tanh	1.0	413475998
adam	0.00025652775721198473	0.0010131486528739953	0.00449369658428006	he	tanh	1.0	492620951
adam	0.0022830385514927506	9.661714298193474e-05	0.3406499795077448	orthogonal	tanh	0.1	987880418
adam	0.00010504445632388737	0.0001633737123049395	0.3125892487362913	he	relu	0.5	260606571
sgd	0.016715225749760698	1.689777904553236e-08	0.47678048066831985	he	tanh	1.0	517830843
sgd	0.0007599809189972681	0.0005701447611154844	0.27509245835959817	he	relu	0.1	992403244
adam	0.0003052184461069951	6.8584995386497804e-06	0.22702665452964704	he	tanh	0.25	330511457
adam	0.0203710228830422	0.0008306233069403068	0.12305082434498876	xavier	tanh	0.1	579813506
sgd	0.006167752502467744	8.178686066932149e-05	0.15428733254839844	orthogonal	relu	1.0	843053860
sgd	0.0005352098849878229	0.000992050232634667	0.1579943120213953	he	relu	0.1	129987754
sgd	7.38682212748529e-05	1.464206782370896e-06	0.19667902564670942	he	relu	0.25	386010023
adam	0.010908051243136	6.705267812143974e-06	0.47332506926314843	xavier	tanh	0.5	820476889
sgd	0.009545215568749653	1.2570206636878353e-06	0.47141940313059294	he	tanh	0.25	965365942
sgd	0.019700625735877195	3.0002613598239435e-07	0.1376513304710416	xavier	tanh	0.1	663509974
sgd	0.00031295026160534637	3.8032750629535215e-07	0.48387542890456603	xavier	relu	0.25	280703339
adam	0.002186094422640043	1.632908779232357e-05	0.14107879130279039	he	relu	1.0	311074854
sgd	0.008647205236815116	5.797073088370874e-07	0.49341458634874774	he	tanh	1.0	280419854
sgd	0.037722651276190386	3.7238877655583386e-05	0.13905354995801406	xavier	tanh	0.1	231829367
sgd	0.025235737599547118	7.069057696096558e-05	0.022573258765422544	orthogonal	relu	0.1	169613808
adam	0.0013573399433135234	1.778609440700549e-06	0.3233293301539808	he	relu	0.5	164933123
sgd	0.03720263643631981	3.0248640103157222e-05	0.08084254879124592	he	tanh	0.25	174904668
adam	0.00010511373196167756	6.558616573766175e-05	0.43449535478906154	he	relu	0.5	694303701
adam	5.337495302566603e-05	2.3236841334616452e-05	0.21241337027483265	xavier	tanh	0.25	295289752
sgd	0.012415005688400807	1.7474642136788197e-06	0.06586312738510769	xavier	tanh	0.5	540699345
sgd	0.0012551927365621752	6.345069745242484e-06	0.06605522006303438	orthogonal	relu	1.0	86621344
sgd	0.0008590816676699513	1.4730569146484048e-07	0.1347798374571716	xavier	tanh	1.0	584019983
adam	0.0015606572068893852	8.276050414931981e-05	0.3913222455619907	orthogonal	relu	1.0	759423468
sgd	0.0057861263345570894	2.6922556232457968e-08	0.23624800995786333	xavier	tanh	1.0	497628585
sgd	0.041322379991830485	7.064537582180948e-07	0.23349633795921493	orthogonal	relu	0.5	544023659
adam	0.010144814597445989	8.616790148473798e-08	0.27897006123681817	xavier	relu	0.1	719433153
sgd	0.008214733449478642	1.433752484178003e-05	0.007324795364071879	xavier	tanh	0.5	104800566
adam	0.0005575555424130478	1.1771819162800333e-06	0.12230312868283161	he	tanh	0.25	910287586
sgd	0.00010658526914286839	1.107381373834494e-08	0.4679877065526686	orthogonal	tanh	1.0	515820713
sgd	0.0001852653215938932	0.008070222689468292	0.42563204010636424	orthogonal	tanh	1.0	91351453
adam	0.0010730230381142936	0.005410459376772866	0.4596744274311708	orthogonal	relu	0.5	1020154
adam	0.0009529136279939069	5.264365650002407e-05	0.25656073440506694	orthogonal	tanh	0.1	535589622
sgd	0.00014153141100316994	7.69467802297869e-06	0.44841784774890975	orthogonal	tanh	0.5	796600076
sgd	0.0009986748648628157	0.0001548800156997047	0.2856642686812605	orthogonal	tanh	0.25	124284044
adam	0.049288331481616716	0.0005775113557459343	0.4630919298060998	he	tanh	0.5	575370513
sgd	0.004243328288169655	8.198988555969209e-07	0.3594951625454539	orthogonal	tanh	0.1	812039583
sgd	0.01354354264845369	3.7359165730135754e-06	0.3411923059307456	xavier	relu	1.0	784217695
adam	0.041466272507174134	0.00020973080703958047	0.41448392290266767	he	tanh	0.1	209522402
sgd	0.004181772281245062	1.0418070791671868e-08	0.10120395408839927	he	tanh	0.5	300775290
sgd	0.0018697890616421586	1.321019618126595e-07	0.14127209276497277	he	relu	0.25	40739629
sgd	0.009541632248188162	0.004942418105973853	0.4462837248827933	orthogonal	tanh	0.25	432553971
adam	0.008847871796477242	7.365487118035179e-08	0.14004039751778258	xavier	relu	1.0	226275356
sgd	0.0003610116453800703	0.0027577592012436015	0.15528598299253316	orthogonal	relu	0.1	73823165
adam	0.034111659482248764	6.691162240273163e-07	0.16940478168739787	xavier	tanh	0.1	380291056
sgd	0.0004564915882490592	0.0016066124956103638	0.2644122048898954	orthogonal	tanh	0.1	652538332
adam	8.106367127685908e-05	0.000712999362141856	0.07999340195991389	orthogonal	tanh	0.5	161476925
